ID_Venda,Data_Venda,Produto,Categoria,Preco,Quantidade,Canal_Venda,Regiao,Tipo_Cliente,Desconto,Avaliacao_Cliente,Tempo_Entrega_Dias,Forma_Pagamento,Campanha_Marketing,Custo_Frete,Venda_Sucesso
391,20/11/2025,Vinho Rose Premium,Rose,130,3,Site,Norte,Novo,25,4,3,Cartao de Credito,Nao,51.98,Sim
392,23/11/2025,Merlot Selecionado,Tinto,200,1,Loja Fisica,Nordeste,Recorrente,0,3,9,Pix,Nao,50.8,Nao
393,24/10/2025,Vinho Rose Premium,Rose,213,3,WhatsApp,Centro-Oeste,Recorrente,5,5,6,Cartao de Credito,Sim,42.16,Nao
394,20/02/2025,Vinho Branco Chardonnay,Branco,209,2,Loja Fisica,Norte,Recorrente,10,4,3,Boleto,Nao,39.18,Sim
395,26/10/2025,Vinho Tinto Reserva,Tinto,215,1,Site,Sudeste,Recorrente,0,4,2,Pix,Nao,16.34,Sim
396,07/08/2025,Vinho Branco Chardonnay,Branco,166,5,Site,Sudeste,Recorrente,20,2,9,Cartao de Credito,Sim,18.2,Nao
397,07/07/2025,Vinho Rose Premium,Rose,153,6,Marketplace,Sul,Recorrente,15,5,2,Cartao de Credito,Nao,18.8,Sim
398,25/01/2026,Cabernet Sauvignon,Tinto,108,1,Site,Sudeste,Recorrente,15,5,8,Pix,Nao,18.86,Sim
399,20/08/2025,Espumante Brut,Espumante,79,1,Site,Sudeste,Recorrente,20,4,4,Boleto,Nao,23.81,Sim
400,15/04/2025,Cabernet Sauvignon,Tinto,199,1,Site,Sul,Recorrente,0,3,2,Cartao de Credito,Sim,37.37,Sim
401,24/09/2025,Espumante Brut,Espumante,69,7,Site,Sudeste,Recorrente,0,3,1,Boleto,Nao,30.07,Sim
402,27/04/2025,Merlot Selecionado,Tinto,122,3,Marketplace,Sudeste,Recorrente,10,4,9,Cartao de Credito,Nao,12.33,Nao
403,24/03/2025,Vinho Tinto Reserva,Tinto,248,7,Marketplace,Sul,Recorrente,0,3,6,Cartao de Debito,Nao,27.25,Sim
404,04/03/2025,Merlot Selecionado,Tinto,122,2,Loja Fisica,Nordeste,Recorrente,30,2,4,Cartao de Debito,Nao,38.11,Sim
405,22/01/2026,Prosecco Italiano,Espumante,200,6,Loja Fisica,Norte,Recorrente,10,4,3,Cartao de Debito,Nao,28.69,Sim
406,23/04/2025,Vinho Branco Chardonnay,Branco,158,6,Site,Sul,Recorrente,0,4,2,Cartao de Credito,Nao,9.7,Sim
407,21/07/2025,Vinho Tinto Reserva,Tinto,210,3,WhatsApp,Nordeste,Novo,0,5,6,Cartao de Debito,Nao,38.69,Sim
408,08/01/2026,Vinho Tinto Reserva,Tinto,259,1,WhatsApp,Sudeste,Novo,5,3,11,Cartao de Debito,Sim,19.88,Nao
409,21/03/2026,Sauvignon Blanc,Branco,139,5,WhatsApp,Sudeste,Recorrente,0,4,1,Cartao de Credito,Nao,17.77,Sim
410,22/01/2025,Sauvignon Blanc,Branco,162,6,Site,Centro-Oeste,Recorrente,15,2,2,Cartao de Credito,Nao,38.33,Sim
411,02/04/2025,Espumante Brut,Espumante,59,1,WhatsApp,Sul,Novo,15,4,2,Pix,Sim,22.49,Sim
412,23/02/2026,Vinho Rose Premium,Rose,213,3,WhatsApp,Centro-Oeste,Novo,10,4,3,Pix,Nao,36.42,Sim
413,29/05/2025,Vinho Tinto Reserva,Tinto,242,1,Site,Norte,Novo,0,3,4,Cartao de Debito,Sim,44.06,Nao
414,19/12/2025,Cabernet Sauvignon,Tinto,104,1,Loja Fisica,Nordeste,Recorrente,20,5,6,Cartao de Credito,Nao,40.81,Sim
415,05/04/2026,Merlot Selecionado,Tinto,162,3,Site,Sudeste,Novo,25,2,2,Cartao de Credito,Sim,22.85,Nao
416,25/06/2025,Cabernet Sauvignon,Tinto,96,1,Loja Fisica,Sul,Novo,15,2,4,Cartao de Debito,Nao,30.84,Sim
417,23/01/2026,Cabernet Sauvignon,Tinto,182,1,Loja Fisica,Sul,Novo,0,4,7,Cartao de Credito,Nao,37.54,Sim
418,07/04/2026,Vinho Tinto Reserva,Tinto,241,1,Loja Fisica,Sudeste,Novo,15,5,7,Cartao de Debito,Sim,14.75,Sim
419,24/10/2025,Vinho Tinto Reserva,Tinto,291,7,WhatsApp,Sudeste,Novo,10,5,3,Pix,Sim,32.35,Sim
420,11/12/2025,Vinho Rose Premium,Rose,172,4,Loja Fisica,Nordeste,Recorrente,25,5,4,Pix,Sim,40.91,Sim
421,05/01/2026,Merlot Selecionado,Tinto,199,3,Site,Nordeste,Novo,10,4,4,Cartao de Credito,Sim,41.01,Sim
422,15/02/2026,Cabernet Sauvignon,Tinto,138,4,Marketplace,Nordeste,Novo,10,5,4,Boleto,Nao,47.86,Nao
423,02/04/2026,Vinho Branco Chardonnay,Branco,196,4,Site,Sudeste,Recorrente,0,3,6,Cartao de Debito,Nao,24.96,Sim
424,26/11/2025,Vinho Rose Premium,Rose,122,8,Loja Fisica,Nordeste,Recorrente,5,4,5,Cartao de Credito,Nao,51.13,Sim
425,13/09/2025,Sauvignon Blanc,Branco,174,1,Site,Sul,Recorrente,5,5,1,Pix,Nao,21.25,Nao
426,16/09/2025,Sauvignon Blanc,Branco,102,2,Marketplace,Nordeste,Recorrente,10,4,4,Cartao de Credito,Nao,37.65,Sim
427,05/06/2025,Vinho Tinto Reserva,Tinto,238,2,WhatsApp,Sudeste,Novo,5,4,1,Pix,Nao,23.4,Sim
428,20/07/2025,Sauvignon Blanc,Branco,169,3,Loja Fisica,Centro-Oeste,Recorrente,15,4,4,Boleto,Nao,43.49,Sim
429,24/06/2025,Sauvignon Blanc,Branco,103,8,Site,Sul,Novo,20,3,6,Cartao de Credito,Nao,17.0,Sim
430,20/01/2025,Merlot Selecionado,Tinto,148,1,Loja Fisica,Sudeste,Novo,15,5,2,Cartao de Credito,Nao,25.43,Nao
431,15/09/2025,Sauvignon Blanc,Branco,123,3,WhatsApp,Sudeste,Novo,10,5,2,Pix,Sim,36.28,Sim
432,25/07/2025,Vinho Branco Chardonnay,Branco,112,2,Site,Nordeste,Recorrente,20,4,3,Cartao de Credito,Nao,36.98,Sim
433,03/06/2025,Cabernet Sauvignon,Tinto,159,3,Loja Fisica,Centro-Oeste,Recorrente,10,3,1,Boleto,Nao,23.7,Sim
434,26/02/2026,Vinho Rose Premium,Rose,124,3,Marketplace,Centro-Oeste,Recorrente,15,4,2,Pix,Nao,37.12,Sim
435,12/04/2026,Sauvignon Blanc,Branco,185,1,Loja Fisica,Sudeste,Novo,15,5,8,Cartao de Credito,Nao,18.86,Sim
436,12/08/2025,Sauvignon Blanc,Branco,126,1,Marketplace,Sudeste,Novo,0,1,7,Cartao de Credito,Nao,30.54,Nao
437,12/02/2025,Vinho Rose Premium,Rose,160,2,WhatsApp,Centro-Oeste,Novo,20,5,4,Cartao de Credito,Nao,37.65,Sim
438,25/09/2025,Cabernet Sauvignon,Tinto,201,2,Marketplace,Sul,Recorrente,15,2,2,Pix,Nao,17.22,Sim
439,24/02/2025,Espumante Brut,Espumante,102,3,WhatsApp,Sudeste,Recorrente,15,5,6,Cartao de Debito,Sim,24.08,Nao
440,16/03/2025,Prosecco Italiano,Espumante,125,1,Site,Nordeste,Novo,10,4,3,Cartao de Credito,Nao,50.68,Nao
441,25/12/2025,Espumante Brut,Espumante,217,3,WhatsApp,Centro-Oeste,Recorrente,15,5,2,Pix,Sim,36.76,Sim
442,17/03/2026,Cabernet Sauvignon,Tinto,142,2,Loja Fisica,Norte,Recorrente,25,3,10,Boleto,Sim,46.72,Nao
443,25/03/2026,Merlot Selecionado,Tinto,206,2,Loja Fisica,Norte,Recorrente,25,4,4,Boleto,Nao,38.62,Sim
444,10/02/2026,Vinho Branco Chardonnay,Branco,125,2,Marketplace,Nordeste,Recorrente,10,1,1,Pix,Nao,32.99,Sim
445,13/06/2025,Vinho Rose Premium,Rose,126,1,Loja Fisica,Sudeste,Recorrente,20,5,8,Pix,Nao,18.99,Nao
446,01/05/2026,Vinho Branco Chardonnay,Branco,135,5,WhatsApp,Sul,Novo,0,5,10,Cartao de Debito,Sim,34.17,Nao
447,02/03/2025,Vinho Rose Premium,Rose,235,1,Marketplace,Sul,Novo,10,3,1,Cartao de Credito,Nao,10.05,Nao
448,21/04/2025,Prosecco Italiano,Espumante,210,1,Loja Fisica,Norte,Recorrente,5,5,3,Pix,Sim,39.74,Sim
449,10/03/2025,Vinho Rose Premium,Rose,115,1,Site,Sudeste,Recorrente,25,3,6,Pix,Sim,28.02,Nao
450,26/04/2026,Sauvignon Blanc,Branco,106,4,Marketplace,Sudeste,Novo,0,3,2,Cartao de Debito,Nao,12.34,Nao
451,23/06/2025,Vinho Tinto Reserva,Tinto,274,2,WhatsApp,Centro-Oeste,Novo,25,1,2,Cartao de Credito,Nao,34.32,Sim
452,15/05/2025,Merlot Selecionado,Tinto,149,2,Site,Norte,Recorrente,30,3,3,Pix,Nao,39.74,Nao
453,28/01/2025,Espumante Brut,Espumante,79,1,Marketplace,Sudeste,Recorrente,10,5,5,Pix,Sim,23.09,Sim
454,17/03/2025,Espumante Brut,Espumante,141,1,WhatsApp,Sudeste,Novo,30,4,4,Cartao de Credito,Nao,31.68,Sim
455,09/02/2025,Espumante Brut,Espumante,129,3,Loja Fisica,Norte,Recorrente,10,5,4,Pix,Sim,52.4,Sim
456,04/12/2025,Cabernet Sauvignon,Tinto,176,4,Marketplace,Sudeste,Recorrente,25,5,2,Cartao de Credito,Nao,22.81,Sim
457,25/01/2025,Espumante Brut,Espumante,116,7,Marketplace,Norte,Novo,15,5,11,Pix,Sim,47.52,Sim
458,26/07/2025,Vinho Tinto Reserva,Tinto,227,3,Loja Fisica,Sudeste,Novo,20,3,1,Cartao de Credito,Sim,13.94,Nao
459,30/03/2026,Vinho Branco Chardonnay,Branco,171,2,WhatsApp,Sudeste,Recorrente,0,4,8,Pix,Nao,30.39,Sim
460,22/04/2026,Sauvignon Blanc,Branco,163,2,Loja Fisica,Centro-Oeste,Novo,10,5,6,Pix,Nao,38.5,Sim
461,09/02/2025,Cabernet Sauvignon,Tinto,159,6,Site,Sul,Novo,25,5,4,Cartao de Credito,Sim,30.3,Sim
462,08/03/2026,Sauvignon Blanc,Branco,93,4,WhatsApp,Sudeste,Recorrente,15,1,6,Pix,Nao,28.65,Sim
463,13/05/2025,Espumante Brut,Espumante,95,4,Site,Nordeste,Novo,25,5,2,Cartao de Credito,Nao,53.82,Sim
464,04/07/2025,Vinho Tinto Reserva,Tinto,248,1,Site,Nordeste,Recorrente,30,4,4,Pix,Nao,42.15,Nao
465,08/03/2026,Sauvignon Blanc,Branco,134,1,Loja Fisica,Nordeste,Recorrente,0,1,4,Cartao de Credito,Sim,38.77,Nao
466,05/05/2025,Vinho Rose Premium,Rose,205,1,Site,Sul,Recorrente,15,4,4,Cartao de Credito,Sim,29.06,Sim
467,06/09/2025,Sauvignon Blanc,Branco,134,3,Marketplace,Norte,Recorrente,15,4,5,Cartao de Credito,Nao,48.32,Sim
468,18/08/2025,Prosecco Italiano,Espumante,191,1,Site,Centro-Oeste,Novo,15,5,2,Pix,Nao,36.81,Sim
469,06/01/2026,Espumante Brut,Espumante,113,2,Site,Centro-Oeste,Recorrente,25,5,6,Pix,Nao,25.1,Nao
470,01/08/2025,Merlot Selecionado,Tinto,178,5,Marketplace,Sudeste,Recorrente,15,2,2,Pix,Sim,10.25,Sim
471,13/11/2025,Vinho Rose Premium,Rose,152,1,WhatsApp,Sudeste,Novo,20,5,1,Cartao de Credito,Sim,26.4,Sim
472,20/04/2026,Prosecco Italiano,Espumante,187,2,Loja Fisica,Norte,Novo,0,4,4,Pix,Nao,55.29,Nao
473,08/01/2026,Cabernet Sauvignon,Tinto,234,3,WhatsApp,Sul,Recorrente,10,3,2,Cartao de Credito,Sim,19.79,Sim
474,24/06/2025,Prosecco Italiano,Espumante,187,4,Site,Sul,Recorrente,10,4,7,Cartao de Credito,Nao,18.36,Sim
475,23/08/2025,Espumante Brut,Espumante,75,2,Marketplace,Sul,Recorrente,10,3,7,Cartao de Credito,Sim,31.64,Sim
476,19/01/2025,Merlot Selecionado,Tinto,198,5,Marketplace,Sudeste,Novo,5,4,7,Pix,Sim,21.01,Sim
477,26/06/2025,Vinho Tinto Reserva,Tinto,334,5,WhatsApp,Norte,Novo,20,4,8,Pix,Sim,44.88,Sim
478,04/06/2025,Vinho Branco Chardonnay,Branco,126,1,Site,Nordeste,Recorrente,15,5,7,Cartao de Credito,Sim,33.72,Sim
479,12/02/2026,Sauvignon Blanc,Branco,119,1,WhatsApp,Sudeste,Novo,10,4,7,Cartao de Credito,Sim,11.03,Sim
480,13/01/2026,Espumante Brut,Espumante,103,1,Loja Fisica,Sudeste,Recorrente,5,1,5,Cartao de Credito,Sim,8.0,Sim
481,11/12/2025,Vinho Rose Premium,Rose,188,3,WhatsApp,Centro-Oeste,Recorrente,10,3,3,Boleto,Nao,11.41,Sim
482,20/04/2025,Vinho Rose Premium,Rose,185,1,WhatsApp,Sudeste,Novo,10,4,1,Pix,Sim,29.92,Sim
483,15/03/2025,Sauvignon Blanc,Branco,90,2,Loja Fisica,Sudeste,Novo,10,5,4,Cartao de Debito,Nao,18.9,Sim
484,29/07/2025,Prosecco Italiano,Espumante,230,6,Loja Fisica,Sudeste,Recorrente,15,5,3,Cartao de Debito,Nao,33.07,Sim
485,01/04/2026,Espumante Brut,Espumante,140,2,WhatsApp,Sudeste,Recorrente,20,2,5,Cartao de Credito,Nao,25.16,Sim
486,09/03/2025,Prosecco Italiano,Espumante,237,1,Loja Fisica,Sudeste,Novo,10,3,3,Boleto,Nao,24.13,Sim
487,10/12/2025,Prosecco Italiano,Espumante,193,1,Marketplace,Sul,Recorrente,15,3,9,Cartao de Credito,Sim,10.16,Sim
488,28/01/2025,Cabernet Sauvignon,Tinto,209,3,WhatsApp,Nordeste,Recorrente,0,4,2,Pix,Nao,32.64,Sim
489,01/10/2025,Prosecco Italiano,Espumante,182,4,Site,Norte,Novo,0,5,8,Pix,Sim,47.97,Sim
490,04/04/2025,Vinho Tinto Reserva,Tinto,141,2,Loja Fisica,Sul,Recorrente,5,2,11,Pix,Sim,23.0,Sim
491,28/04/2026,Espumante Brut,Espumante,174,1,WhatsApp,Sul,Recorrente,5,2,2,Cartao de Debito,Sim,18.43,Sim
492,21/11/2025,Vinho Rose Premium,Rose,152,1,Site,Sudeste,Recorrente,5,3,5,Cartao de Credito,Sim,34.76,Nao
493,14/03/2025,Espumante Brut,Espumante,71,1,WhatsApp,Centro-Oeste,Novo,10,4,8,Pix,Nao,30.46,Nao
494,04/09/2025,Vinho Rose Premium,Rose,110,6,Site,Sul,Recorrente,20,3,11,Cartao de Credito,Nao,20.04,Sim
495,07/01/2026,Sauvignon Blanc,Branco,202,1,WhatsApp,Sudeste,Novo,10,2,1,Pix,Nao,23.93,Sim
496,18/04/2025,Sauvignon Blanc,Branco,140,5,WhatsApp,Norte,Recorrente,30,4,3,Pix,Sim,57.2,Sim
497,11/02/2025,Vinho Tinto Reserva,Tinto,246,6,Marketplace,Sul,Novo,0,4,6,Pix,Sim,19.8,Sim
498,05/01/2025,Cabernet Sauvignon,Tinto,91,5,Site,Sul,Recorrente,5,4,3,Boleto,Nao,17.94,Sim
499,10/09/2025,Vinho Rose Premium,Rose,124,1,Site,Norte,Novo,0,4,3,Pix,Sim,49.93,Sim
500,17/10/2025,Prosecco Italiano,Espumante,238,1,Loja Fisica,Nordeste,Novo,20,4,4,Pix,Nao,34.92,Sim
